hospital_id,hospital_name,address,latitude,longitude,emergency_room_yn,operating_hours,hospital_status,phone,region,operating_hours_imputed
S_A1100152,은평연세병원,서울특별시 은평구 연서로 177 (갈현동),37.6146922208583,126.917472218592,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 10:00~18:00 | 공휴일 10:00~18:00,운영중,02-388-8114,서울,0
S_A1100025,의료법인동신의료재단동신병원,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",37.58110428173239,126.93658306608872,1,월 09:00~17:30 | 화 09:00~17:30 | 수 09:00~17:30 | 목 09:00~17:30 | 금 09:00~17:30 | 토 09:00~12:30 | 일 09:30~16:30 | 공휴일 08:30~12:30,운영중,02-396-9161,서울,0
S_A1100041,의료법인서울효천의료재단에이치플러스양지병원,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",37.48427507045319,126.93253922577289,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 10:00~16:00 | 공휴일 08:30~12:30,운영중,02-1877-8875,서울,0
S_A1100030,의료법인성화의료재단대한병원,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",37.63547043209498,127.02267251878474,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 10:00~17:00 | 공휴일 10:00~17:00,운영중,02-903-3232,서울,0
S_A1100255,의료법인인봉의료재단영등포병원,서울특별시 영등포구 당산로31길 10 (당산동3가),37.526858089517,126.89561402986,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 09:00~24:00 | 공휴일 09:00~18:00,운영중,02-2635-2809,서울,0
S_A1100023,의료법인청구성심병원,서울특별시 은평구 통일로 873 (갈현동),37.62079154435882,126.91955399169244,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:20 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,02-350-3300,서울,0
S_A1100075,의료법인풍산의료재단동부제일병원,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",37.60067564592665,127.1090292210168,1,월 08:00~17:30 | 화 08:00~17:30 | 수 08:00~17:30 | 목 08:00~17:30 | 금 08:00~17:30 | 토 08:00~12:30 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,02-437-5011,서울,0
S_A1100020,의료법인한전의료재단한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",37.64611570419094,127.02902417950423,1,월 09:00~17:30 | 화 09:00~17:30 | 수 09:00~17:30 | 목 09:00~17:30 | 금 09:00~17:30 | 토 09:00~12:30 | 일 09:00~21:00 | 공휴일 08:00~18:00,운영중,02-901-3114,서울,0
S_A1100005,이화여자대학교의과대학부속목동병원,서울특별시 양천구 안양천로 1071 (목동),37.53654282637804,126.8862159683056,1,월 08:00~17:30 | 화 08:00~17:30 | 수 08:00~17:30 | 목 08:00~17:30 | 금 08:00~17:30 | 토 09:00~12:00 | 일 10:00~18:00 | 공휴일 09:30~18:30,운영중,02-2650-5114,서울,0
S_A1120796,이화여자대학교의과대학부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",37.557261149,126.8362659275,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 08:30~12:00 | 일 10:00~18:00 | 공휴일 09:30~18:30,운영중,1522-7000,서울,0
S_A1100016,인제대학교상계백병원,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",37.6485812672986,127.06311619032103,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 08:30~12:00 | 일 09:30~17:00 | 공휴일 09:00~13:00,운영중,02-950-1114,서울,0
S_A1100033,인제대학교서울백병원,서울특별시 중구 마른내로 9 (저동2가),37.5650731684839,126.98884533055192,1,월 08:30~17:00 | 화 08:30~17:00 | 수 08:30~17:00 | 목 08:30~17:00 | 금 08:30~17:00 | 토 09:00~12:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2270-0114,서울,0
S_A1100018,재단법인베스티안재단베스티안서울병원,"서울특별시 강남구 도곡로 429 (대치동, 베스티안병원 2층일부 제외)",37.49807126965969,127.05726710883552,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3452-7575,서울,0
S_A1122381,재단법인베스티안재단베스티안서울병원,서울특별시 성동구 왕십리로 382 (하왕십리동),37.5651102845783,127.028019796271,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3452-7575,서울,0
S_A1100009,재단법인아산사회복지재단서울아산병원,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",37.526563966361216,127.10823825113609,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 09:00~13:00 | 일 09:00~15:00 | 공휴일 09:00~15:00,운영중,02-3010-3114,서울,0
S_A1100003,중앙대학교병원,서울특별시 동작구 흑석로 102 (흑석동),37.50707428493414,126.96079378447554,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 08:30~12:00 | 일 09:00~14:00 | 공휴일 09:00~13:00,운영중,1800-1114,서울,0
S_A1100057,차의과학대학교강남차병원,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",37.50680002585087,127.03466865188072,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 08:30~12:30 | 공휴일 09:00~21:00,운영중,02-3468-3000,서울,0
S_A1117070,최원호병원,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",37.604769594378,126.923855760856,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 10:00~14:00 | 공휴일 10:00~15:00,운영중,02-1588-3797,서울,0
S_A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,서울특별시 서초구 반포대로 222 (반포동),37.50180080478528,127.00472725970135,1,월 08:00~17:00 | 화 08:00~17:00 | 수 08:00~17:00 | 목 08:00~17:00 | 금 08:00~17:00 | 토 08:00~12:00 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,0215881511,서울,0
S_A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",37.58715608002366,127.02647086385966,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:00~12:00 | 일 09:00~21:00 | 공휴일 09:00~13:00,운영중,1577-0083,서울,0
S_A1100163,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",37.5224047841717,126.890913736375,1,월 09:00~18:00 | 화 09:00~18:00 | 수 09:00~18:00 | 목 09:00~18:00 | 금 09:00~18:00 | 토 09:00~13:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-1800-7119,서울,0
S_A1100053,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 (둔촌동),37.52822090089664,127.14671886173552,1,월 09:00~17:30 | 화 09:00~17:30 | 수 09:00~17:30 | 목 09:00~17:30 | 금 09:00~17:30 | 토 07:30~12:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2225-1111,서울,0
S_A1100027,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",37.62881598133036,127.08269315796588,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 09:00~13:00 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-970-2114,서울,0
S_A1100055,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",37.4932492859,126.9086725295,1,월 08:30~16:30 | 화 08:30~16:30 | 수 08:30~16:30 | 목 08:30~16:30 | 금 08:30~16:30 | 토 08:30~12:00 | 일 10:00~15:00 | 공휴일 10:00~15:00,운영중,02-829-5114,서울,0
S_A1100038,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",37.52346674579277,126.91033000120588,1,월 09:00~16:30 | 화 09:00~16:30 | 수 09:00~16:30 | 목 09:00~16:30 | 금 09:00~16:30 | 토 08:30~12:00 | 일 10:00~15:00 | 공휴일 10:00~15:00,운영중,02-2639-5114,서울,0
S_A1100013,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),37.559944533564746,127.04488284061982,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 09:30~13:30 | 공휴일 09:30~14:00,운영중,02-2290-8114,서울,0
S_A1100051,혜민병원,서울특별시 광진구 자양로 85 (자양동),37.535315660180416,127.08360130258502,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:20 | 일 09:00~13:00 | 공휴일 09:00~13:00,운영중,02-2049-9000,서울,0
S_A1100019,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",37.52844147447355,126.8636640030062,1,월 09:00~18:00 | 화 09:00~17:00 | 수 09:00~17:00 | 목 09:00~17:00 | 금 09:00~17:00 | 토 09:00~13:00 | 일 09:00~14:00 | 공휴일 09:30~18:30,운영중,02-2693-5555,서울,0
S_A1100049,희명병원,서울특별시 금천구 시흥대로 244 (시흥동),37.45567063464179,126.90056251863876,1,월 08:30~17:30 | 화 08:30~17:30 | 수 08:30~17:30 | 목 08:30~17:30 | 금 08:30~17:30 | 토 08:30~12:30 | 일 10:00~17:00 | 공휴일 10:00~14:00,운영중,02-804-0002,서울,0
GG_8fa64ec72996,경기도의료원 수원병원,경기도 수원시 장안구 수성로245번길 69,37.2918869067,126.9963395675,0,,운영중,888-0114,경기,1
GG_e8279150f580,동수원병원,경기도 수원시 팔달구 중부대로 165,37.2781610499,127.0343321487,0,,운영중,210-0114,경기,1
GG_0651f3c9d0aa,명인의료재단 화홍병원,경기도 수원시 권선구 호매실로90번길 98,37.260132779,126.9639256053,0,,운영중,278-0119,경기,1
GG_15903e0751a7,성빈센트병원,경기도 수원시 팔달구 중부대로 93,37.2778994265,127.0274529236,0,,운영중,1577-8588,경기,1
GG_215a6b77fa8e,수원윌스기념병원,경기도 수원시 팔달구 경수대로 437,37.2653173655,127.0255465941,0,,운영중,223-2233,경기,1
GG_920b91d404bb,국군수도병원,경기도 성남시 분당구 새마을로177번길 81,37.3923730573,127.1490748546,0,,운영중,725-5114,경기,1
